co2_ch4_n2o_scope_1_3,carbon_intensity,board_diversity,corruption_cases,governance_compliance_score,total_energy_consumption,renewable_energy_share,turnover_rate,injury_frequency_rate,green_financing
19.23,2.3,25.85,43.0,69.25,63.55,64.88,69.1,12.91,60.04
68.6,28.79,0.21,10.0,40.4,41.19,2.99,96.52,22.36,38.02
52.08,38.94,74.57,12.0,34.74,26.35,88.95,12.35,9.16,12.55
97.99,72.13,93.6,14.0,57.13,95.91,97.03,51.08,36.44,73.41
66.68,27.12,34.36,15.0,7.2,88.84,82.07,78.99,61.5,43.68
78.42,95.46,78.36,30.0,60.64,12.12,80.68,3.29,49.48,13.42
23.32,95.68,72.48,40.0,70.47,50.22,35.81,89.58,75.56,48.53
59.61,54.8,38.51,47.0,61.52,73.3,68.8,87.3,15.45,84.36
29.69,22.86,18.53,16.0,93.5,1.78,32.01,36.58,82.17,82.66
86.68,4.69,13.08,32.0,72.77,97.16,95.83,23.54,21.07,16.08
26.41,98.68,30.01,14.0,55.45,28.93,64.6,88.34,3.65,38.86
60.15,96.94,68.54,30.0,4.92,84.2,90.84,83.36,72.46,93.2
68.77,12.97,74.17,0.0,35.38,2.93,85.91,97.4,45.07,83.77
92.98,68.8,76.39,26.0,12.75,30.73,92.3,80.32,90.15,33.7
21.01,54.41,67.77,1.0,53.63,58.2,83.16,72.02,3.65,66.39
26.82,38.91,88.19,49.0,50.42,76.39,78.89,57.43,15.1,99.47
0.02,32.77,95.12,21.0,87.97,87.12,15.41,34.36,88.27,58.27
21.91,71.75,75.17,43.0,40.14,69.6,90.27,46.52,11.13,10.91
73.6,61.12,54.37,2.0,48.38,25.9,78.31,77.66,7.69,32.87
11.91,48.08,84.58,8.0,22.69,18.26,28.04,46.73,20.58,94.17
74.63,71.47,46.36,28.0,77.51,64.36,84.7,36.03,5.8,71.03
88.84,37.06,81.14,37.0,79.79,92.07,8.65,27.47,33.16,93.34
51.58,17.16,83.53,2.0,84.46,12.47,66.17,69.77,37.98,40.02
84.52,32.38,95.67,7.0,51.34,70.58,97.63,56.09,25.11,12.52
98.72,64.45,13.66,26.0,64.53,38.84,21.45,46.83,29.29,87.29
9.08,17.09,60.63,34.0,49.47,71.49,71.55,23.78,61.63,5.85
25.1,62.31,79.66,27.0,56.92,61.16,93.08,94.27,81.95,40.32
83.71,73.92,68.04,13.0,23.93,43.16,29.49,92.17,66.09,38.84
54.29,15.04,84.66,9.0,30.76,31.71,22.86,5.49,90.96,29.79
23.15,80.55,74.79,17.0,6.92,55.81,62.64,62.94,1.08,73.9
82.93,54.6,72.32,21.0,52.61,4.91,13.73,95.54,42.35,1.28
8.8,4.69,93.04,13.0,50.96,63.11,84.02,75.8,53.91,59.16
53.1,56.97,24.49,43.0,82.97,5.34,13.26,90.16,96.3,12.13
4.18,42.49,86.81,3.0,28.31,74.53,10.89,31.35,27.72,69.41
22.58,58.87,32.35,43.0,25.83,93.83,63.39,55.53,98.05,26.0
11.86,15.58,49.11,28.0,3.79,40.41,5.57,35.16,37.92,32.25
62.6,67.82,88.41,46.0,94.81,95.87,2.96,4.37,15.1,48.07
34.33,85.68,16.66,47.0,9.09,1.41,89.44,71.45,19.4,25.51
10.25,30.62,89.03,29.0,53.09,2.73,80.08,35.13,43.21,85.13
74.32,0.12,4.07,38.0,33.24,65.35,3.71,66.4,84.9,43.14
71.33,26.31,22.07,9.0,25.85,27.18,85.4,20.37,21.19,52.65
51.34,18.22,32.41,17.0,17.08,39.88,30.34,74.29,15.82,99.92
73.67,32.31,60.57,28.0,80.16,38.86,65.64,86.71,0.11,3.49
42.74,42.4,43.85,8.0,72.62,53.68,62.37,36.29,34.8,51.12
78.21,90.89,73.01,46.0,73.78,78.17,17.76,18.47,48.33,55.05
1.33,19.98,21.97,17.0,38.04,2.42,6.8,44.5,21.1,50.82
17.9,63.2,19.92,11.0,86.64,93.4,2.05,51.36,12.15,5.66
91.5,69.22,30.89,27.0,74.57,79.43,85.27,13.55,58.28,31.03
39.27,23.89,36.85,2.0,0.14,26.41,10.15,53.49,72.14,62.18
6.03,75.91,38.9,6.0,58.28,93.88,19.47,46.55,1.78,95.66
2.82,5.83,31.04,36.0,49.2,62.58,86.89,54.53,10.93,97.63
27.09,22.98,67.82,1.0,95.53,34.29,31.55,70.15,66.88,76.52
4.36,69.88,38.15,17.0,30.07,88.53,89.37,45.23,96.18,34.05
48.03,70.05,44.84,46.0,29.58,66.88,52.85,67.44,99.54,58.6
18.51,61.8,8.12,20.0,12.88,31.73,91.73,61.34,20.97,30.61
8.46,19.7,28.7,15.0,89.49,11.48,84.53,26.83,29.91,54.38
58.2,60.08,44.69,46.0,20.96,10.25,69.16,49.4,76.27,46.07
14.95,52.1,9.65,29.0,3.48,73.29,86.01,4.6,49.95,66.86
30.95,12.78,27.37,29.0,87.87,13.47,6.3,7.13,38.63,95.35
80.8,52.5,51.84,41.0,26.23,90.02,40.67,62.01,48.53,34.97
97.26,42.14,24.73,18.0,14.03,67.97,59.01,55.44,55.46,74.22
83.64,33.43,53.3,30.0,89.93,61.81,30.52,35.64,1.46,12.1
16.39,90.68,35.77,10.0,30.19,59.63,76.37,44.25,52.17,47.53
62.31,30.61,93.46,6.0,6.94,15.96,95.57,45.5,47.19,54.48
74.81,25.58,37.71,34.0,32.51,98.0,96.67,31.4,36.44,86.35
35.44,54.31,4.26,17.0,21.57,69.21,56.79,68.22,84.62,11.61
46.11,29.64,28.81,3.0,95.71,82.73,42.04,59.23,47.34,92.42
93.43,73.91,75.34,49.0,49.04,46.41,16.86,70.8,20.51,86.02
61.46,50.71,64.09,41.0,16.07,75.54,23.08,24.27,30.27,19.48
62.02,20.65,38.34,48.0,91.58,83.72,0.45,87.57,63.48,90.45
7.16,87.7,8.22,31.0,65.31,67.68,12.64,2.05,42.81,42.3
16.93,64.93,45.87,13.0,28.76,77.88,7.56,62.91,60.45,74.78
2.48,40.97,67.87,17.0,65.21,44.59,80.48,3.12,66.79,86.78
69.42,69.88,67.15,34.0,82.75,68.15,81.38,41.35,51.85,92.14
3.83,51.16,62.01,48.0,65.44,13.15,10.78,31.83,80.76,75.43
7.38,49.28,12.75,1.0,40.68,7.26,82.49,42.69,77.51,14.3
42.93,15.79,54.63,29.0,98.06,32.7,87.61,58.19,48.5,48.65
39.98,52.58,4.02,12.0,8.01,81.65,59.92,94.46,23.86,26.72
61.73,5.35,7.03,28.0,30.99,84.97,53.29,70.71,73.12,16.35
58.04,80.13,16.36,28.0,34.31,75.0,68.55,65.56,52.73,6.87
24.65,67.59,62.11,43.0,29.25,2.0,60.7,73.55,30.74,35.12
71.96,71.72,64.8,20.0,16.35,87.75,77.27,34.28,38.11,21.22
15.87,42.41,84.02,40.0,40.84,2.15,7.58,20.72,76.63,99.12
95.18,33.25,17.13,24.0,27.96,55.61,81.83,93.33,78.87,62.52
52.35,53.12,73.46,41.0,89.47,69.87,2.31,12.04,11.3,17.63
58.44,80.88,32.11,16.0,0.46,86.69,16.24,78.79,88.76,65.22
58.09,0.59,77.64,45.0,2.46,16.27,91.39,39.0,99.42,3.06
26.07,39.57,67.49,27.0,48.27,81.67,61.24,77.26,81.98,29.7
64.41,73.85,33.06,14.0,17.38,59.54,55.2,84.53,74.5,81.59
86.03,80.77,60.31,45.0,12.18,38.62,37.5,70.87,37.01,8.1
82.58,16.25,33.26,45.0,25.45,31.84,46.73,7.9,4.9,72.93
99.05,95.93,0.41,28.0,94.16,97.55,14.65,52.03,68.23,4.48
86.15,95.41,32.6,8.0,67.67,74.57,86.57,47.12,91.79,0.53
91.44,38.83,89.38,25.0,52.56,46.65,98.57,78.69,65.59,87.11
77.52,14.83,31.34,0.0,5.0,65.67,74.09,18.6,25.79,7.95
9.13,85.83,76.18,18.0,44.63,81.47,27.94,86.27,87.89,82.92
97.09,28.24,93.48,2.0,44.95,50.47,7.01,53.68,96.66,62.57
34.72,93.07,23.76,36.0,61.11,83.03,64.69,44.38,17.54,99.67
1.14,49.39,51.67,11.0,76.08,47.93,11.95,84.35,56.25,22.19
23.45,11.27,33.83,28.0,77.31,6.84,82.71,0.13,29.47,83.8
72.43,67.28,60.06,49.0,37.9,0.94,97.76,10.33,76.29,11.11
71.74,10.63,71.64,32.0,80.79,34.83,26.74,37.24,17.4,82.92
1.23,22.69,66.76,14.0,34.69,0.43,73.07,6.86,79.24,4.61
75.98,43.78,57.31,4.0,93.56,83.23,62.46,38.22,89.09,40.6
14.57,48.78,95.27,14.0,95.07,78.15,74.94,73.41,6.75,65.08
92.68,78.39,6.42,47.0,16.75,80.09,2.86,66.59,97.84,52.66
47.57,54.33,91.51,37.0,30.01,29.43,4.89,45.37,54.46,59.72
87.62,97.73,11.33,24.0,84.21,31.42,30.78,81.5,84.04,51.64
51.73,74.4,18.24,21.0,93.35,71.35,87.19,59.7,19.64,8.27
27.63,32.38,42.96,19.0,71.8,62.06,24.45,91.67,78.02,49.08
43.14,83.33,98.51,5.0,7.28,29.44,25.77,61.25,98.17,5.8
33.58,37.93,54.31,20.0,96.98,73.18,48.67,0.15,31.49,71.72
40.58,23.19,11.22,35.0,0.65,38.22,36.16,37.86,63.13,48.23
19.32,35.35,27.13,9.0,88.25,31.11,84.23,55.28,38.02,47.1
0.76,39.15,6.92,44.0,62.61,40.15,2.61,59.44,81.0,38.53
90.84,62.94,82.52,43.0,31.35,37.68,11.92,31.25,21.22,11.68
36.34,32.61,53.46,12.0,6.05,2.49,24.99,68.91,61.4,13.76
60.63,26.75,88.0,11.0,84.17,50.39,9.06,62.09,58.92,34.76
9.65,15.61,3.74,10.0,65.71,53.4,31.56,83.5,17.15,17.61
15.12,17.5,89.06,39.0,53.09,81.6,35.47,49.92,38.19,3.78
34.78,60.84,56.46,13.0,48.69,66.62,60.57,53.92,18.1,67.6
59.06,58.39,87.1,30.0,71.29,80.63,55.84,19.34,4.18,9.06
96.54,95.33,23.44,17.0,75.93,81.1,1.57,49.31,22.59,24.62
67.01,69.27,68.91,41.0,93.66,27.79,93.88,47.91,20.54,90.5
9.11,34.47,78.18,15.0,78.81,3.37,5.34,68.5,0.51,53.15
26.11,67.92,7.88,49.0,58.87,85.55,70.66,19.93,42.0,15.4
49.07,10.97,7.65,0.0,67.21,58.43,84.41,57.12,81.02,49.5
16.91,4.09,61.51,12.0,1.83,74.71,26.05,43.37,10.25,79.08
41.09,51.8,83.99,43.0,62.68,43.45,8.96,39.07,71.78,79.52
51.54,47.76,14.22,40.0,69.43,0.63,14.87,36.94,71.53,84.57
45.86,4.93,29.64,22.0,76.63,61.39,64.15,76.6,74.67,79.25
85.72,69.34,99.79,30.0,94.06,19.39,54.39,31.1,6.12,53.29
33.71,47.11,10.65,28.0,94.02,18.64,65.78,68.06,60.04,1.66
70.84,48.52,37.06,37.0,34.44,35.03,52.89,84.21,88.88,66.7
7.39,85.21,95.25,17.0,45.13,29.57,55.22,37.55,15.5,15.78
28.13,89.94,54.51,19.0,27.93,63.97,55.91,48.22,87.84,8.2
80.97,56.47,52.01,28.0,13.54,21.3,88.82,39.94,80.51,78.24
49.35,79.12,76.11,39.0,25.96,19.24,87.87,21.96,33.85,47.93
71.63,64.97,88.5,39.0,13.42,39.4,19.28,80.5,37.09,13.66
64.1,36.12,40.6,42.0,3.73,84.82,21.24,45.26,48.31,69.76
66.26,40.5,89.28,33.0,15.4,29.11,92.22,39.89,85.2,22.89
79.13,38.2,15.04,40.0,48.08,99.25,20.8,10.9,51.93,20.73
18.29,74.81,38.4,5.0,14.78,9.18,30.77,37.66,41.96,19.56
89.65,96.66,52.75,46.0,94.83,70.71,83.59,36.5,34.63,28.27
11.5,54.48,91.02,15.0,20.57,55.04,5.5,38.24,29.09,62.13
79.34,21.31,44.82,38.0,61.98,1.68,53.93,74.1,62.41,41.56
70.75,3.48,52.73,33.0,20.42,99.45,3.36,24.3,58.96,85.48
63.6,89.77,54.63,19.0,53.41,88.05,40.1,14.64,41.92,28.75
24.03,93.92,53.07,8.0,91.39,94.89,36.91,89.12,12.39,87.52
89.12,52.5,11.71,26.0,72.16,84.03,4.53,41.18,21.37,56.92
40.75,88.64,83.03,9.0,52.39,59.71,16.76,71.23,6.41,1.45
23.59,9.86,12.43,24.0,54.74,92.65,89.53,77.69,35.24,13.64
93.12,90.09,61.6,27.0,41.58,23.7,77.81,53.63,69.0,1.37
75.27,31.65,50.58,23.0,22.17,78.8,43.8,13.67,34.09,8.96
63.7,64.42,19.14,28.0,47.05,93.94,72.11,77.19,65.17,97.62
17.87,51.89,40.45,46.0,19.14,29.75,75.96,90.91,76.75,23.63
49.94,13.5,35.11,42.0,52.44,55.88,80.14,25.73,23.86,97.86
67.01,16.98,31.35,3.0,29.04,77.77,71.29,90.76,74.26,72.74
55.59,8.49,18.18,45.0,83.88,14.94,64.54,15.8,40.59,10.93
19.27,49.36,45.75,17.0,96.08,27.34,22.13,81.51,10.79,42.66
69.65,2.42,88.56,4.0,17.27,55.66,18.68,42.91,52.58,97.2
84.31,27.24,86.39,20.0,46.65,80.95,81.06,79.74,90.44,53.35
76.85,45.6,82.24,24.0,55.73,16.17,86.96,74.76,22.28,32.64
41.91,31.07,29.29,18.0,59.11,27.32,95.57,27.55,35.84,17.95
20.4,14.42,96.03,22.0,84.21,82.78,10.4,85.54,22.1,22.56
35.14,85.78,86.13,25.0,40.97,37.8,33.88,5.07,98.0,54.93
54.79,67.93,29.41,10.0,53.63,41.82,96.17,27.5,25.3,13.01
77.41,97.91,70.92,12.0,75.97,81.6,5.54,26.32,4.31,77.33
24.01,12.98,54.1,26.0,99.51,1.87,97.0,38.78,88.92,99.94
50.75,69.91,63.77,45.0,96.12,40.19,71.88,10.33,57.43,10.11
93.75,3.3,21.58,47.0,76.08,5.76,74.09,35.89,98.45,47.61
73.51,54.57,83.78,42.0,33.6,90.7,33.25,95.24,31.09,12.58
90.87,18.4,2.62,23.0,17.01,46.81,54.27,55.49,23.61,4.18
2.25,80.91,74.09,35.0,61.83,12.41,74.7,59.5,44.65,10.05
49.74,58.62,72.69,22.0,88.01,21.97,60.08,50.6,27.2,76.8
64.77,8.54,49.35,38.0,16.49,40.29,68.71,57.52,22.68,45.33
27.45,55.59,18.98,25.0,76.46,69.31,36.52,77.78,14.26,49.07
94.97,32.89,59.58,28.0,98.72,64.18,18.54,99.45,30.66,49.54
72.41,74.06,62.73,38.0,52.44,3.37,59.83,4.44,40.82,5.9
0.9,44.54,76.05,42.0,12.94,30.92,36.28,44.56,68.74,50.17
38.64,72.0,36.83,45.0,81.02,95.88,9.48,36.85,47.22,98.75
59.49,91.41,3.68,7.0,52.66,90.01,96.87,22.03,85.98,18.85
93.37,50.45,22.52,7.0,81.67,63.72,86.01,82.78,90.01,64.47
50.36,0.98,97.66,23.0,32.82,1.13,86.64,76.39,36.02,47.18
89.62,78.78,78.49,28.0,63.75,75.93,45.12,6.38,94.55,96.81
83.07,25.11,54.99,23.0,49.03,49.45,99.12,44.69,18.33,80.59
2.84,29.05,19.23,18.0,85.5,46.88,52.12,1.74,3.67,92.96
92.32,11.3,80.66,6.0,60.13,39.83,89.34,45.69,49.85,0.23
29.89,70.28,80.79,30.0,39.19,17.78,41.91,49.62,13.87,40.26
55.79,25.16,91.77,15.0,87.96,71.9,42.72,37.53,82.76,97.89
69.48,85.97,39.46,45.0,8.03,72.99,51.09,24.75,11.0,70.08
45.55,31.07,40.65,47.0,30.39,67.26,68.96,52.69,67.68,37.5
78.75,37.95,39.4,5.0,6.38,42.79,79.81,43.57,46.58,79.54
53.56,74.83,8.01,11.0,50.01,55.06,95.13,45.13,2.18,48.72
69.75,1.07,69.52,35.0,76.03,78.36,42.86,72.94,3.84,75.97
57.2,20.84,60.21,28.0,67.8,39.48,24.44,95.68,18.1,93.65
88.29,69.18,38.82,14.0,23.32,7.8,9.78,34.61,93.9,56.22
3.4,3.73,9.21,41.0,90.13,33.74,77.24,8.8,74.24,23.62
74.72,78.18,0.18,46.0,1.11,40.73,24.36,20.51,20.44,71.39
22.04,25.39,38.55,16.0,99.91,7.09,35.11,12.97,99.67,41.8
62.19,32.67,4.47,9.0,66.2,77.95,74.6,46.24,89.22,1.54
40.25,18.77,71.28,25.0,86.72,84.06,38.72,50.27,62.85,41.94
58.78,31.55,20.1,29.0,58.13,71.96,48.88,10.59,40.59,33.83
39.16,1.43,92.63,6.0,86.46,41.53,72.87,21.2,37.7,32.46
71.04,91.4,60.26,20.0,18.5,67.75,37.45,33.47,16.81,52.59
45.24,43.74,67.47,5.0,57.01,28.06,68.97,16.84,83.98,61.05
11.93,43.71,99.65,23.0,44.89,4.31,28.28,12.61,45.81,58.95
13.23,2.14,41.13,16.0,74.81,55.32,99.61,17.54,47.98,92.19
24.51,9.21,26.42,33.0,2.83,34.58,67.01,80.08,81.87,26.7
74.62,15.35,81.85,10.0,77.33,30.58,49.06,44.75,86.21,93.91
30.19,30.4,82.89,27.0,51.73,27.84,0.48,85.9,47.85,79.93
82.57,94.77,51.99,28.0,59.01,60.06,11.13,35.03,5.43,9.91
7.69,46.68,39.24,43.0,25.49,25.88,99.27,3.17,63.9,55.77
0.69,11.22,18.94,4.0,92.47,95.91,70.39,67.48,3.9,91.92
77.36,78.9,57.94,2.0,92.44,36.08,94.23,70.44,85.2,27.81
77.52,33.45,48.08,5.0,48.51,26.19,24.83,47.02,9.89,22.54
19.58,70.91,39.02,32.0,13.99,9.42,19.21,81.32,91.48,17.19
64.56,52.44,22.44,17.0,42.0,84.41,89.74,1.48,28.06,24.74
54.43,61.05,39.94,5.0,99.04,9.1,32.91,91.44,45.19,30.99
44.27,44.87,89.57,33.0,24.35,76.06,1.12,84.64,44.02,72.73
58.54,31.23,38.86,29.0,95.38,40.9,86.45,27.34,8.57,15.98
14.29,35.89,42.36,30.0,88.21,64.4,88.13,32.86,60.67,60.08
98.12,38.26,12.8,11.0,22.37,30.72,82.4,64.31,54.07,81.04
84.34,97.36,70.35,31.0,2.48,14.65,23.13,61.37,59.88,32.99
48.4,90.19,5.36,25.0,66.15,54.92,30.29,44.63,52.45,62.38
97.9,81.31,71.82,39.0,73.9,22.69,4.09,97.11,39.62,44.59
66.05,42.03,89.6,28.0,58.07,45.56,99.65,61.98,37.74,86.94
51.2,42.13,68.36,25.0,34.68,77.17,81.89,4.53,88.04,0.43
63.06,67.95,93.14,4.0,82.05,91.61,94.96,87.89,17.04,58.82
20.13,6.95,37.92,36.0,26.18,49.32,59.71,66.78,1.32,18.29
76.7,26.07,72.86,37.0,43.71,87.58,77.38,22.08,51.71,76.78
84.05,43.0,58.83,38.0,48.58,45.87,4.08,4.55,46.27,60.79
9.23,14.33,39.27,26.0,93.49,98.53,75.04,13.22,60.85,83.2
64.59,77.85,61.24,0.0,71.14,34.92,63.69,82.51,47.59,89.81
85.29,85.59,23.84,26.0,58.61,26.42,48.06,77.9,61.23,44.56
27.09,29.74,61.87,2.0,17.37,76.07,53.46,68.62,53.53,99.82
57.01,24.59,10.73,49.0,12.18,38.12,92.84,47.47,23.22,74.41
44.65,14.67,46.43,48.0,88.05,33.87,46.04,53.42,38.6,83.72
93.33,97.04,65.77,31.0,75.76,85.33,36.32,20.58,23.29,58.4
54.08,59.38,7.77,7.0,54.29,66.75,80.14,43.39,48.86,89.08
84.08,62.85,59.82,23.0,23.69,74.36,7.14,60.09,95.08,6.31
37.2,0.25,44.04,34.0,66.04,8.06,89.94,56.54,57.9,5.4
39.85,32.92,93.74,27.0,36.04,5.32,91.02,95.76,28.97,12.97
16.46,65.21,24.21,21.0,58.06,10.7,89.19,8.22,29.62,53.34
78.9,75.59,66.9,14.0,41.68,10.12,40.55,33.15,23.67,51.15
75.03,4.37,80.13,30.0,85.01,41.52,47.04,98.19,27.35,74.6
43.87,54.79,17.2,30.0,41.41,84.39,21.48,70.87,62.98,23.36
8.96,57.08,70.9,44.0,69.62,30.14,64.29,53.73,51.9,38.94
70.17,46.33,71.52,4.0,69.64,89.11,99.57,36.86,31.59,48.16
26.0,73.84,75.04,23.0,93.77,86.97,59.03,32.99,19.39,16.66
14.06,13.9,19.02,6.0,83.42,44.04,81.0,6.62,43.76,86.16
95.5,94.9,9.98,45.0,42.32,11.26,8.69,40.84,81.71,65.0
81.16,98.85,35.17,23.0,79.54,13.22,29.92,16.47,81.21,98.74
67.31,21.72,25.54,38.0,10.68,71.53,95.34,49.67,53.45,2.09
49.14,81.67,17.17,12.0,92.32,22.73,31.31,20.76,17.53,77.38
40.67,26.9,19.09,0.0,26.26,79.4,38.14,5.76,66.23,71.93
96.28,0.79,71.76,45.0,12.96,80.43,48.36,40.01,75.84,3.84
56.86,64.27,88.4,39.0,70.2,98.37,67.79,14.56,68.81,13.18
15.34,85.0,67.91,36.0,21.9,33.84,62.27,91.13,45.0,24.03
22.46,65.97,28.3,24.0,0.96,32.11,25.12,85.56,75.98,47.28
85.85,58.57,37.32,41.0,29.16,76.64,2.83,69.37,41.71,28.08
83.84,62.86,42.16,46.0,17.32,68.75,64.17,60.04,17.02,35.66
47.15,92.86,83.37,17.0,26.92,83.23,49.52,9.45,9.55,22.41
88.96,0.9,82.91,9.0,33.09,25.48,51.88,37.49,24.46,11.42
93.23,25.57,14.84,44.0,78.38,43.97,17.52,59.83,14.18,15.08
7.39,87.8,50.71,32.0,92.84,49.65,23.38,25.38,80.37,98.72
3.75,12.13,54.02,31.0,74.34,64.99,25.96,32.38,86.14,53.55
92.58,14.4,0.96,35.0,37.65,1.86,72.3,7.12,47.64,4.42
90.14,32.91,74.25,29.0,91.7,55.17,97.97,1.73,98.58,22.76
89.62,13.22,82.38,14.0,68.41,56.13,67.75,54.99,45.46,91.15
39.89,28.96,93.41,11.0,69.08,77.7,92.36,18.89,7.69,93.66
5.66,54.81,2.48,13.0,73.81,87.28,63.1,95.43,17.07,30.96
71.91,55.98,77.71,24.0,91.66,7.07,33.87,63.17,28.88,65.94
45.53,43.73,49.1,47.0,72.57,60.4,89.67,31.64,99.88,58.28
82.18,8.67,21.2,24.0,86.5,91.63,22.52,7.07,28.47,39.19
34.44,62.47,90.75,31.0,76.56,30.5,36.41,27.79,71.42,60.66
67.11,72.69,65.33,32.0,46.86,64.94,36.8,85.25,42.93,48.29
85.52,94.56,35.44,9.0,18.96,13.56,41.02,20.12,59.1,24.8
2.99,74.87,49.63,27.0,95.93,54.72,98.17,59.02,28.51,56.08
91.93,80.9,26.31,23.0,63.43,4.9,97.74,51.94,93.09,77.08
63.79,22.29,89.3,40.0,95.02,83.82,68.55,36.51,39.28,30.74
2.0,62.86,82.5,47.0,80.15,76.42,13.26,15.25,6.55,19.05
88.29,3.73,81.79,40.0,8.65,1.09,74.69,13.72,46.37,35.61
39.1,43.17,48.95,10.0,97.34,77.8,75.56,65.9,20.61,11.3
23.46,72.66,14.08,48.0,54.49,62.21,98.16,99.21,39.01,84.35
81.22,48.64,92.25,3.0,4.41,94.17,74.14,55.98,75.6,60.4
94.76,72.67,36.44,3.0,24.11,31.17,91.41,97.05,91.09,64.4
96.87,20.73,72.0,33.0,56.77,82.9,77.32,17.47,31.32,68.76
35.83,0.46,36.76,40.0,82.1,4.39,5.39,41.5,36.86,76.61
1.04,30.19,20.54,33.0,81.58,30.4,56.9,15.37,69.11,58.53
57.74,74.41,51.75,23.0,54.12,59.66,24.29,54.66,28.28,15.68
74.17,90.21,53.02,42.0,48.47,28.63,44.81,24.18,36.22,10.22
97.13,2.97,60.01,25.0,67.93,58.02,30.84,66.46,45.72,36.54
12.27,63.18,57.06,7.0,16.28,55.76,14.67,88.3,59.59,82.92
19.4,80.06,8.89,17.0,41.49,59.76,65.52,52.02,46.16,94.22
70.41,10.69,78.57,17.0,50.67,59.4,98.66,19.19,13.15,63.88
69.6,93.37,19.08,36.0,71.8,4.42,79.42,84.11,82.29,90.61
95.56,45.47,56.31,29.0,65.89,78.55,89.46,65.81,79.04,70.54
68.95,22.92,66.17,27.0,21.02,25.67,84.12,71.43,98.08,31.89
64.08,90.56,46.88,3.0,68.43,42.56,90.97,85.74,62.77,55.22
78.39,80.19,75.55,11.0,57.33,45.6,34.27,22.85,51.03,16.46
8.77,78.68,33.42,35.0,0.41,86.57,67.38,9.82,58.57,98.67
11.76,94.2,78.76,15.0,62.4,34.17,24.93,95.83,55.29,6.32
89.5,97.37,1.17,42.0,78.06,81.89,95.6,95.07,15.69,21.64
46.35,96.72,81.22,4.0,7.36,48.77,3.83,69.9,4.3,36.82
20.61,16.8,83.66,42.0,10.06,82.21,83.2,68.35,85.14,77.98
39.7,51.0,67.23,41.0,62.11,2.69,81.81,46.86,8.5,36.02
27.06,51.24,52.02,10.0,81.92,39.67,75.22,9.65,6.98,95.6
49.56,3.23,84.15,17.0,4.6,27.15,51.84,32.74,47.22,86.21
51.13,23.31,97.82,44.0,28.26,39.0,71.8,9.82,67.21,23.86
29.27,67.6,6.64,39.0,66.16,11.07,18.0,78.19,71.14,39.07
66.48,56.89,18.38,17.0,9.69,14.99,87.65,51.74,69.22,74.22
32.43,29.19,0.39,44.0,1.84,73.59,3.0,73.73,12.33,54.59
13.94,73.76,43.71,3.0,95.32,18.06,55.73,2.48,91.13,77.57
70.72,75.06,98.64,35.0,17.39,62.6,49.22,28.04,34.77,86.83
44.07,85.23,13.94,38.0,95.44,87.13,65.64,71.96,96.99,29.52
7.05,33.2,11.39,13.0,29.89,26.99,41.54,57.7,44.51,66.43
21.99,34.51,2.26,48.0,62.96,40.2,60.34,21.74,74.02,45.43
72.79,19.31,47.7,18.0,63.23,49.8,73.7,49.07,1.06,87.03
99.47,49.02,17.15,12.0,44.56,89.07,11.32,33.62,8.36,98.99
31.56,17.23,70.23,38.0,14.13,27.76,63.3,60.85,4.87,46.13
53.76,60.85,93.62,28.0,22.46,20.54,45.41,87.96,33.34,6.52
69.53,77.07,93.45,26.0,18.25,77.19,61.21,1.82,42.15,72.04
0.67,75.7,66.81,9.0,84.43,28.42,98.57,62.84,77.82,68.27
66.19,0.82,97.3,29.0,46.64,36.59,15.94,16.72,14.28,39.88
29.83,16.27,94.0,47.0,54.29,51.76,34.77,80.31,93.96,99.02
53.84,76.96,9.2,37.0,89.39,25.61,38.1,16.09,85.11,45.54
33.22,67.93,32.91,19.0,89.21,54.6,53.55,3.56,23.65,24.72
12.56,54.66,3.7,22.0,43.18,1.32,96.74,27.78,94.44,84.23
52.92,17.44,31.92,0.0,59.1,93.5,47.41,66.11,50.69,72.75
5.38,96.89,70.91,48.0,43.01,91.0,35.37,18.69,32.08,18.23
94.08,69.71,17.65,15.0,58.96,82.91,14.45,38.53,82.77,9.61
59.15,68.0,47.64,31.0,21.84,55.5,58.54,11.78,81.86,79.97
18.63,67.51,7.19,22.0,11.17,58.68,28.08,80.54,14.48,68.22
47.58,84.67,10.73,9.0,13.72,50.62,68.52,31.73,98.72,82.07
71.9,74.81,22.9,48.0,93.54,63.92,93.2,7.62,65.72,41.56
58.86,81.43,68.1,9.0,1.37,54.0,85.96,98.18,3.84,84.53
31.0,19.52,98.49,30.0,51.44,81.7,4.65,16.28,85.54,65.32
79.79,11.29,24.12,48.0,45.95,28.03,34.29,90.06,4.44,52.88
21.77,99.71,72.72,44.0,51.58,51.37,97.57,31.86,64.11,32.92
38.87,57.07,43.75,26.0,68.37,36.32,63.57,1.96,60.68,22.36
56.42,52.98,71.75,0.0,74.73,63.19,92.39,66.84,62.16,16.4
68.0,93.26,37.1,2.0,80.73,94.67,44.92,73.17,24.33,94.24
56.83,99.05,52.82,47.0,25.91,36.52,27.35,94.53,87.79,88.87
62.84,46.04,54.6,8.0,54.87,57.99,12.76,39.94,81.65,37.15
27.03,0.18,85.71,44.0,52.55,61.18,22.08,88.22,94.76,11.88
15.94,82.65,30.47,44.0,44.87,22.09,76.88,30.25,27.17,39.55
